Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 15 Ottobre 2020;Differenza;Nota;Codice gruppo equivalenza
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;38296012;LOSS;"""70 MG COMPRESSE"" 4 COMPRESSE";SO.SE.PHARM S.R.L.;13,48 €;13,48 €;0,00 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;38649012;NEADRALE;"""70 MG COMPRESSE"" 4COMPRESSE";GENETIC S.P.A.;13,48 €;13,48 €;0,00 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;38297014;NOFRATTIL;"""70 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE";S.F. GROUP S.R.L.;13,48 €;13,48 €;0,00 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;37519016;PORODRON;"""70 MG COMPRESSE"" 4 COMPRESSE";DYMALIFE PHARMACEUTICAL S.R.L.;13,48 €;13,49 €;0,01 €;;CQA
Acido alendronico;4 UNITA' 70 MG - USO ORALE;M05BA04;37461011;REALEN;"""70 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE";ISTITUTO CHIMICO INTERNAZIONALE DR.GIUSEPPE RENDE S.R.L.;13,48 €;13,48 €;0,00 €;;CQA
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44670014;ACIDO ALENDRONICO E COLECALCIFEROLO AUROBINDO;"""70 MG/2.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44731014;ACIDO ALENDRONICO E COLECALCIFEROLO EG;"""70 MG/2.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC-AL";EG S.P.A.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44520029;ACIDO ALENDRONICO E COLECALCIFEROLO ZENTIVA;"""70 MG/2.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC- AL";ZENTIVA ITALIA S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;37603026;ADROVANCE;"""70 MG/2800 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";MERCK SHARP & DOHME BV;11,23 €;18,65 €;7,42 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;46006019;ALENDRONATO E COLECALCIFEROLO ACCORD;"""70 MG/2800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC/AL";ACCORD HEALTHCARE SLU;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44579011;ALENDRONATO E COLECALCIFEROLO ARISTO;"""70 MG / 2800 U.I. COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC";ARISTO PHARMA GMBH;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;45284015;ALENDRONATO E COLECALCIFEROLO DOC;"""70 MG/2.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";DOC GENERICI S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44986014;ALENDRONATO E COLECALCIFEROLO MYLAN PHARMA;"""70 MG/2800 U.I. COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";MYLAN S.P.A.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;44405037;ALENDRONATO E COLECALCIFEROLO TEVA ITALIA;"""70 MG/2800 UI COMPRESSE"" 4X1 COMPRESSE IN BLISTER OPA/AL/PVC/AL CONFEZIONE A CALENDARIO";TEVA ITALIA S.R.L.;11,23 €;11,23 €;0,00 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;36845028;FOSAVANCE;"""70 MG/2800 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";MERCK SHARP & DOHME BV;11,23 €;18,14 €;6,91 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/2800 UI - USO ORALE;M05BB03;39641028;VANTAVO;"""70 MG/2800 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";MERCK SHARP & DOHME BV;11,23 €;17,90 €;6,67 €;;H6A
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44670026;ACIDO ALENDRONICO E COLECALCIFEROLO AUROBINDO;"""70 MG/5.600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44731038;ACIDO ALENDRONICO E COLECALCIFEROLO EG;"""70 MG/5.600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC-AL";EG S.P.A.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44520056;ACIDO ALENDRONICO E COLECALCIFEROLO ZENTIVA;"""70 MG/5.800 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC- AL";ZENTIVA ITALIA S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;37603077;ADROVANCE;"""70 MG/5600 UI COMPRESSE USO ORALE"" BLISTER ALL/ALL 4 COMPRESSE";MERCK SHARP & DOHME BV;13,60 €;17,10 €;3,50 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;46006033;ALENDRONATO E COLECALCIFEROLO ACCORD;"""70 MG/5600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC/AL";ACCORD HEALTHCARE SLU;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44579035;ALENDRONATO E COLECALCIFEROLO ARISTO;"""70 MG / 5600 U.I. COMPRESSE"" 4 COMPRESSE IN BLISTER PA/AL/PVC";ARISTO PHARMA GMBH;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;45284027;ALENDRONATO E COLECALCIFEROLO DOC;"""70 MG/5.600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";DOC GENERICI S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44986026;ALENDRONATO E COLECALCIFEROLO MYLAN PHARMA;"""70 MG/5600 U.I. COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";MYLAN S.P.A.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44440028;ALENDRONATO E COLECALCIFEROLO SANDOZ;"""70 MG + 5.600 UI COMPRESSE"" 4 COMPRESSE IN BLISTER AL/AL";SANDOZ S.P.A.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;44405114;ALENDRONATO E COLECALCIFEROLO TEVA ITALIA;"""70 MG/5600 UI COMPRESSE"" 4X1 COMPRESSE IN BLISTER OPA/AL/PVC/AL CONFEZIONE A CALENDARIO";TEVA ITALIA S.R.L.;13,60 €;13,60 €;0,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;36845079;FOSAVANCE;"""70 MG/5600 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";MERCK SHARP & DOHME BV;13,60 €;17,10 €;3,50 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;39641081;VANTAVO;"""70 MG/5600 UI COMPRESSA"" - USO ORALE - (ALL/ALL) 4 COMPRESSE";MERCK SHARP & DOHME BV;13,60 €;16,60 €;3,00 €;;H6B
Acido alendronico + colecalciferolo;4 UNITA' 70 MG/5600 UI - USO ORALE;M05BB03;42600039;VOIDUS;"""70 MG/5600 UI COMPRESSE"" 4X1 COMPRESSE IN BLISTER OPA/AL/PVC/AL CONFEZIONE A CALENDARIO";DAY ZERO EHF;13,60 €;13,60 €;0,00 €;;H6B
Acido clodronico;10 UNITA' 400 MG - USO ORALE;M05BA02;26372058;CLASTEON;10 CAPSULE 400 MG;ABIOGEN PHARMA S.P.A.;21,67 €;26,17 €;4,50 €;;38B
Acido clodronico;10 UNITA' 400 MG - USO ORALE;M05BA02;34721050;CLODRON;"""400 MG CAPSULE RIGIDE"" 10 CAPSULE";FIDIA FARMACEUTICI S.P.A.;21,67 €;26,17 €;4,50 €;;38B
Acido clodronico;10 UNITA' 400 MG - USO ORALE;M05BA02;26510053;DIFOSFONAL;10 CAPSULE 400 MG;SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.;21,67 €;26,17 €;4,50 €;;38B
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;26372033;CLASTEON;6 FIALE 300 MG;ABIOGEN PHARMA S.P.A.;52,32 €;63,18 €;10,86 €;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;35129030;CLODRONATO ABC;"""300 MG/10 ML SOLUZIONE PER INFUSIONE ENDOVENOSA"" 6 FIALE";ABC FARMACEUTICI S.P.A.;52,32 €;63,18 €;10,86 €;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;34294037;CLODY;"""300 MG SOLUZIONE PER INFUSIONE ENDOVENOSA"" 6 FIALE";PROMEDICA S.R.L.;52,32 €;63,18 €;10,86 €;;38A
Acido clodronico;6 UNITA' 300 MG - USO PARENTERALE;M05BA02;26510038;DIFOSFONAL;"""300 MG/10 ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 6 FIALE";SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.;52,32 €;63,18 €;10,86 €;;38A
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;40274072;ACIDO FOLICO DOC GENERICI;"""400 MCG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC-AL";DOC GENERICI S.R.L.;10,05 €;10,05 €;0,00 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;42186015;BALFOLIC;"""400MCG COMPRESSE"" 120 COMPRESSE";LABORATORI BALDACCI S.P.A.;10,05 €;13,40 €;3,35 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;36346029;FERTIFOL;"""400MCG COMPRESSE"" 120 COMPRESSE";EFFIK ITALIA S.P.A.;10,05 €;13,40 €;3,35 €;;GSG
Acido folico;120 UNITA' 400 MCG - USO ORALE;B03BB01;36345027;FOLIDEX;"""400MCG COMPRESSE"" 120 COMPRESSE IN BLISTER AL/PVC";ITALFARMACO S.P.A.;10,05 €;13,40 €;3,35 €;;GSG
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;40274058;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;45545047;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;45534043;FOLATEX;"""5 MG COMPRESSE"" 120 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;9,74 €;9,74 €;0,00 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;40627022;FOLIFILL;"""5 MG COMPRESSE"" 120 COMPRESSE";ITALFARMACO S.P.A.;9,74 €;13,22 €;3,48 €;;JHI
Acido folico;120 UNITA' 5 MG - USO ORALE;B03BB01;2309072;FOLINA;"""5 MG CAPSULE MOLLI"" 120 CAPSULE IN BLISTER PVC/AL";TEOFARMA S.R.L.;9,74 €;11,24 €;1,50 €;;JHI
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;40274019;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;45545011;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;45534017;FOLATEX;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;42972012;FOLICOM;"""5 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/AL";MEDIC ITALIA S.R.L.;2,44 €;2,44 €;0,00 €;;H7B
Acido folico;20 UNITA' 5 MG - USO ORALE;B03BB01;2309045;FOLINA;"""5 MG CAPSULE MOLLI"" 20 CAPSULE";TEOFARMA S.R.L.;2,44 €;3,25 €;0,81 €;;H7B
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;40274060;ACIDO FOLICO DOC GENERICI;"""400 MCG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC-AL";DOC GENERICI S.R.L.;3,13 €;3,13 €;0,00 €;;H7A
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;36346017;FERTIFOL;"""400 MCG COMPRESSE"" 28 COMPRESSE";EFFIK ITALIA S.P.A.;3,13 €;4,17 €;1,04 €;;H7A
Acido folico;28 UNITA' 400 MCG - USO ORALE;B03BB01;36345015;FOLIDEX;"""400 MCG COMPRESSE"" 28 COMPRESSE";ITALFARMACO S.P.A.;3,13 €;4,17 €;1,04 €;;H7A
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;40274033;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;45545023;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;45534029;FOLATEX;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;3,41 €;3,41 €;0,00 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;40626018;FOLIFEM;"""5 MG COMPRESSE"" 28 COMPRESSE";LIFEPHARMA S.P.A.;3,41 €;4,49 €;1,08 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;40627010;FOLIFILL;"""5 MG COMPRESSE"" 28 COMPRESSE";ITALFARMACO S.P.A.;3,41 €;4,49 €;1,08 €;;H7C
Acido folico;28 UNITA' 5 MG - USO ORALE;B03BB01;2309060;FOLINA;5 MG CAPSULE MOLLI 28 CAPSULE IN BLISTER PVC;TEOFARMA S.R.L.;3,41 €;4,49 €;1,08 €;;H7C
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;40274045;ACIDO FOLICO DOC GENERICI;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;45545035;ACIDO FOLICO EG;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/PVDC/ALU";EG S.P.A.;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;45534031;FOLATEX;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/PVDC/ALU";S.F. GROUP S.R.L.;5,95 €;5,95 €;0,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;42972024;FOLICOM;"""5 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/AL";MEDIC ITALIA S.R.L.;5,95 €;6,95 €;1,00 €;;H7E
Acido folico;60 UNITA' 5 MG - USO ORALE;B03BB01;2309058;FOLINA;"""5 MG CAPSULE MOLLI"" 60 CAPSULE";TEOFARMA S.R.L.;5,95 €;6,95 €;1,00 €;;H7E
Acido Micofenolico;100 UNITA' 180 MG - USO ORALE;L04AA06;43305034;ACIDO MICOFENOLICO ACCORD;"""180 MG COMPRESSE GASTRORESISTENTI"" 100 COMPRESSE IN BLISTER AL/AL";ACCORD HEALTHCARE SLU;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6C
Acido Micofenolico;100 UNITA' 180 MG - USO ORALE;L04AA06;36511032;MYFORTIC;"""180 MG COMPRESSE GASTRORESISTENTI RIVESTITE CON FILM"" 100 COMPRESSE IN BLISTER PA/AL/PVC";NOVARTIS FARMA S.P.A.;83,48 €;157,49 €;74,01 €;In distribuzione diretta da parte delle Regioni;F6C
Acido Micofenolico;50 UNITA' 360 MG - USO ORALE;L04AA06;43305061;ACIDO MICOFENOLICO ACCORD;"""360 MG COMPRESSE GASTRORESISTENTI"" 50 COMPRESSE IN BLISTER AL/AL";ACCORD HEALTHCARE SLU;83,48 €;83,48 €;0,00 €;In distribuzione diretta da parte delle Regioni;F6D
Acido Micofenolico;50 UNITA' 360 MG - USO ORALE;L04AA06;36511069;MYFORTIC;"""360 MG COMPRESSE GASTRORESISTENTI RIVESTITE CON FILM"" 50 COMPRESSE IN BLISTER PA/AL/PVC";NOVARTIS FARMA S.P.A.;83,48 €;157,49 €;74,01 €;In distribuzione diretta da parte delle Regioni;F6D
Acido tranexamico;5 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;44281018;ACIDO TRANEXAMICO ACCORD;100 MG/ML SOLUZIONE INIETTABILE 5 FIALE IN VETRO DA 5 ML;ACCORD HEALTHCARE SLU;3,60 €;3,61 €;0,01 €;;CAA
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;22019032;TRANEX;"""500 MG/5ML SOLUZIONE INIETTABILE""  6 FIALE";ISTITUTO FARMACOBIOLOGICO MALESCI S.P.A.;4,28 €;6,59 €;2,31 €;;CAE
Acido tranexamico;6 UNITA' 500 MG - USO PARENTERALE E ORALE;B02AA02;21458031;UGUROL;"""500 MG/5ML SOLUZIONE INIETTABILE PER USO ORALE E LOCALE"" 6 FIALE";ROTTAPHARM S.P.A.;4,28 €;4,28 €;0,00 €;;CAE
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;33094018;ACIDO URSODESOSSICOLICO MYLAN GENERICS;"""150 MG COMPRESSE"" 20 COMPRESSE";MYLAN S.P.A.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;28336016;DESOXIL;20 COMPRESSE 150 MG;S.F. GROUP S.R.L.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;23605076;DEURSIL;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE RIGIDE";CHEPLAPHARM ARZNEIMITTEL GMBH;4,03 €;5,31 €;1,28 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;24615078;LITURSOL;"""150 MG COMPRESSE"" 20 COMPRESSE";EG S.P.A.;4,03 €;4,86 €;0,83 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;26893038;URDES;20 COMPRESSE 150 MG;S.F. GROUP S.R.L.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;23630039;URSACOL;"""150 MG COMPRESSE"" 20 COMPRESSE";ZAMBON ITALIA S.R.L.;4,03 €;4,43 €;0,40 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;24444034;URSOBIL;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE";ABC FARMACEUTICI S.P.A.;4,03 €;4,85 €;0,82 €;;01C
Acido ursodesossicolico;20 UNITA' 150 MG - USO ORALE;A05AA02;25430063;URSOLISIN;"""150 MG CAPSULE RIGIDE"" 20 CAPSULE";MAGIS FARMACEUTICI S.R.L.;4,03 €;4,15 €;0,12 €;;01C
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;23605153;DEURSIL;"""225 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 20 CAPSULE RIGIDE A RILASCIO PROLUNGATO";CHEPLAPHARM ARZNEIMITTEL GMBH;6,53 €;9,48 €;2,95 €;;01D
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;26893065;URDES;"""225 MG COMPRESSE GASTRORESISTENTI"" 20 COMPRESSE";S.F. GROUP S.R.L.;6,53 €;7,89 €;1,36 €;;01D
Acido ursodesossicolico;20 UNITA' 225 MG - USO ORALE;A05AA02;24173066;URSILON;"""225 MG COMPRESSE GASTRORESISTENTI"" 20 COMPRESSE";ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;6,53 €;9,48 €;2,95 €;;01D
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33090010;ACIDO URSODESOSSICOLICO;"""300 MG COMPRESSE"" 20 COMPRESSE";RATIOPHARM GMBH;5,24 €;5,76 €;0,52 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28746016;ACIDO URSODESOSSICOLICO ARISTO;20 CAPSULE 300 MG;ARISTO PHARMA GMBH;5,24 €;5,24 €;0,00 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28366019;ACIDO URSODESOSSICOLICO AUROBINDO;20 CAPSULE 300 MG;AUROBINDO PHARMA ITALIA S.R.L.;5,24 €;5,24 €;0,00 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28931018;ACIDO URSODESOSSICOLICO DOC GENERICI;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE";DOC GENERICI S.R.L.;5,24 €;6,36 €;1,12 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33512031;ACIDO URSODESOSSICOLICO EG;"""300 MG CAPSULE"" 20 CAPSULE";EG S.P.A.;5,24 €;5,77 €;0,53 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33094020;ACIDO URSODESOSSICOLICO MYLAN GENERICS;"""300 MG COMPRESSE"" 20 COMPRESSE";MYLAN S.P.A.;5,24 €;5,24 €;0,00 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;33564030;ACIDO URSODESOSSICOLICO ZENTIVA;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE";ZENTIVA ITALIA S.R.L.;5,24 €;5,24 €;0,00 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28336028;DESOXIL;20 COMPRESSE 300 MG;S.F. GROUP S.R.L.;5,24 €;5,77 €;0,53 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;23605114;DEURSIL;"""300 MG CAPSULE RIGIDE"" 20 CAPSULE RIGIDE";CHEPLAPHARM ARZNEIMITTEL GMBH;5,24 €;7,89 €;2,65 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;27567039;FRAURS;20 CAPSULE 300 MG;FRANCIA FARMACEUTICI INDUSTRIA FARMACO BIOLOGICA S.R.L.;5,24 €;6,59 €;1,35 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;28404010;LITOFF;20 COMPRESSE 300 MG;ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;5,24 €;5,24 €;0,00 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;24615080;LITURSOL;"""300 MG COMPRESSE""20 COMPRESSE""";EG S.P.A.;5,24 €;6,35 €;1,11 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;26893040;URDES;20 COMPRESSE 300 MG;S.F. GROUP S.R.L.;5,24 €;5,77 €;0,53 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;24173080;URSILON;"""300 MG CAPSULE"" 20 CAPSULE";ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;5,24 €;7,73 €;2,49 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;24444123;URSOBIL;"""300 MG COMPRESSE"" 20 COMPRESSE";ABC FARMACEUTICI S.P.A.;5,24 €;6,39 €;1,15 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;26073027;URSOFLOR;20 CAPSULE 300 MG;SO.SE.PHARM S.R.L.;5,24 €;5,99 €;0,75 €;;01A
Acido ursodesossicolico;20 UNITA' 300 MG - USO ORALE;A05AA02;25430101;URSOLISIN;"""300 MG CAPSULE"" 20 CAPSULE";MAGIS FARMACEUTICI S.R.L.;5,24 €;6,52 €;1,28 €;;01A
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;33090034;ACIDO URSODESOSSICOLICO;"""450 MG COMPRESSE A RILASCIO PROLUNGATO"" 20 COMPRESSE A RILASCIO PROLUNGATO";RATIOPHARM GMBH;8,16 €;8,98 €;0,82 €;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;28931032;ACIDO URSODESOSSICOLICO DOC GENERICI;"""450 MG CAPSULE RIGIDE A RILASCIO MODIFICATO"" 20 CAPSULE";DOC GENERICI S.R.L.;8,16 €;8,97 €;0,81 €;;01B
Acido ursodesossicolico;20 UNITA' 450 MG - USO ORALE;A05AA02;33512017;ACIDO URSODESOSSICOLICO EG;"""450 MG COMPRESSE A RILASCIO PROLUNGATO"" 20 COMPRESSE A RILASCIO PROLUNGATO";EG S.P.A.;8,16 €;8,97 €;0,81 €;;01B
